institution_id,INST_1,INST_10,INST_11,INST_12,INST_13,INST_14,INST_15,INST_16,INST_17,INST_18,INST_19,INST_2,INST_20,INST_21,INST_22,INST_23,INST_24,INST_25,INST_26,INST_27,INST_28,INST_29,INST_3,INST_30,INST_4,INST_5,INST_6,INST_7,INST_8,INST_9
INST_1,1.0,0.4166666666666667,0.08108108108108109,0.35294117647058826,0.02564102564102564,0.06976744186046512,0.0,0.4117647058823529,0.09090909090909091,0.2682926829268293,0.5294117647058824,0.027777777777777776,0.0,0.0,0.4857142857142857,0.0,0.16666666666666666,0.7560975609756098,0.023809523809523808,0.1,0.2857142857142857,0.07692307692307693,0.02564102564102564,0.0,0.8292682926829268,0.0,0.8333333333333334,0.06060606060606061,0.3333333333333333,0.48717948717948717
INST_10,0.4166666666666667,1.0,0.29411764705882354,0.6764705882352942,0.35,0.0,0.0,0.17073170731707318,0.14285714285714285,0.1794871794871795,0.1388888888888889,0.025,0.021739130434782608,0.14285714285714285,0.38461538461538464,0.05,0.29411764705882354,0.21052631578947367,0.18604651162790697,0.030303030303030304,0.21621621621621623,0.13953488372093023,0.1282051282051282,0.07317073170731707,0.47368421052631576,0.024390243902439025,0.425,0.12121212121212122,0.23255813953488372,0.25
INST_11,0.08108108108108109,0.29411764705882354,1.0,0.20512820512820512,0.2682926829268293,0.2558139534883721,0.09523809523809523,0.06451612903225806,0.24242424242424243,0.175,0.20588235294117646,0.08571428571428572,0.027777777777777776,0.058823529411764705,0.1388888888888889,0.0425531914893617,0.5,0.21052631578947367,0.6744186046511628,0.2,0.21052631578947367,0.5227272727272727,0.029411764705882353,0.14634146341463414,0.11904761904761904,0.021739130434782608,0.17142857142857143,0.10256410256410256,0.07142857142857142,0.12195121951219512
INST_12,0.35294117647058826,0.6764705882352942,0.20512820512820512,1.0,0.225,0.047619047619047616,0.02564102564102564,0.3235294117647059,0.12121212121212122,0.06976744186046512,0.14705882352941177,0.0,0.0,0.0967741935483871,0.4411764705882353,0.022727272727272728,0.6111111111111112,0.5263157894736842,0.24444444444444444,0.08108108108108109,0.13157894736842105,0.11627906976744186,0.0,0.05128205128205128,0.18604651162790697,0.0,0.2647058823529412,0.16216216216216217,0.02631578947368421,0.06666666666666667
INST_13,0.02564102564102564,0.35,0.2682926829268293,0.225,1.0,0.10638297872340426,0.0,0.358974358974359,0.7631578947368421,0.023255813953488372,0.025,0.0,0.0,0.4444444444444444,0.1,0.0,0.4146341463414634,0.047619047619047616,0.08888888888888889,0.1794871794871795,0.05714285714285714,0.275,0.7021276595744681,0.0,0.125,0.0,0.075,0.65,0.6086956521739131,0.022222222222222223
INST_14,0.06976744186046512,0.0,0.2558139534883721,0.047619047619047616,0.10638297872340426,1.0,0.3673469387755102,0.06976744186046512,0.0,0.6170212765957447,0.2631578947368421,0.1956521739130435,0.28888888888888886,0.08571428571428572,0.07317073170731707,0.4583333333333333,0.4186046511627907,0.21428571428571427,0.10869565217391304,0.15,0.45454545454545453,0.1702127659574468,0.041666666666666664,0.044444444444444446,0.15217391304347827,0.18,0.21052631578947367,0.14634146341463414,0.0625,0.16326530612244897
INST_15,0.0,0.0,0.09523809523809523,0.02564102564102564,0.0,0.3673469387755102,1.0,0.0,0.0,0.17777777777777778,0.11428571428571428,0.6410256410256411,0.5681818181818182,0.030303030303030304,0.21428571428571427,0.5714285714285714,0.05,0.07317073170731707,0.2727272727272727,0.23076923076923078,0.21951219512195122,0.07317073170731707,0.021739130434782608,0.25,0.044444444444444446,0.5333333333333333,0.07692307692307693,0.02564102564102564,0.047619047619047616,0.15
INST_16,0.4117647058823529,0.17073170731707318,0.06451612903225806,0.3235294117647059,0.358974358974359,0.06976744186046512,0.0,1.0,0.5135135135135135,0.175,0.3157894736842105,0.0,0.0,0.28125,0.275,0.02564102564102564,0.20930232558139536,0.5348837209302325,0.0,0.02702702702702703,0.24242424242424243,0.046511627906976744,0.3409090909090909,0.0,0.3902439024390244,0.0,0.3055555555555556,0.4878048780487805,0.5384615384615384,0.125
INST_17,0.09090909090909091,0.14285714285714285,0.24242424242424243,0.12121212121212122,0.7631578947368421,0.0,0.0,0.5135135135135135,1.0,0.029411764705882353,0.06666666666666667,0.029411764705882353,0.0,0.4375,0.06666666666666667,0.02631578947368421,0.19444444444444445,0.125,0.21428571428571427,0.13333333333333333,0.11764705882352941,0.3142857142857143,0.5238095238095238,0.0,0.13513513513513514,0.0,0.0625,0.3783783783783784,0.6097560975609756,0.02857142857142857
INST_18,0.2682926829268293,0.1794871794871795,0.175,0.06976744186046512,0.023255813953488372,0.6170212765957447,0.17777777777777778,0.175,0.029411764705882353,1.0,0.5135135135135135,0.023809523809523808,0.12195121951219512,0.03225806451612903,0.28205128205128205,0.391304347826087,0.23255813953488372,0.5,0.06382978723404255,0.23684210526315788,0.75,0.046511627906976744,0.023809523809523808,0.0,0.4523809523809524,0.11363636363636363,0.5,0.02702702702702703,0.15,0.2608695652173913
INST_19,0.5294117647058824,0.1388888888888889,0.20588235294117646,0.14705882352941177,0.025,0.2631578947368421,0.11428571428571428,0.3157894736842105,0.06666666666666667,0.5135135135135135,1.0,0.0,0.0,0.0,0.8387096774193549,0.10256410256410256,0.075,0.6285714285714286,0.0,0.12903225806451613,0.5151515151515151,0.3055555555555556,0.0,0.05555555555555555,0.625,0.05128205128205128,0.6363636363636364,0.0,0.17647058823529413,0.5384615384615384
INST_2,0.027777777777777776,0.025,0.08571428571428572,0.0,0.0,0.1956521739130435,0.6410256410256411,0.0,0.029411764705882353,0.023809523809523808,0.0,1.0,0.5454545454545454,0.037037037037037035,0.05405405405405406,0.36363636363636365,0.02702702702702703,0.0,0.391304347826087,0.08108108108108109,0.08333333333333333,0.05,0.0,0.37209302325581395,0.025,0.6666666666666666,0.05263157894736842,0.0,0.0,0.45
INST_20,0.0,0.021739130434782608,0.027777777777777776,0.0,0.0,0.28888888888888886,0.5681818181818182,0.0,0.0,0.12195121951219512,0.0,0.5454545454545454,1.0,0.02857142857142857,0.02702702702702703,0.8636363636363636,0.0,0.0,0.1951219512195122,0.05555555555555555,0.04878048780487805,0.0,0.0,0.2926829268292683,0.0,0.9111111111111111,0.0,0.0,0.0,0.0
INST_21,0.0,0.14285714285714285,0.058823529411764705,0.0967741935483871,0.4444444444444444,0.08571428571428572,0.030303030303030304,0.28125,0.4375,0.03225806451612903,0.0,0.037037037037037035,0.02857142857142857,1.0,0.07407407407407407,0.0,0.07142857142857142,0.0,0.21052631578947367,0.6538461538461539,0.0967741935483871,0.4,0.8387096774193549,0.02857142857142857,0.029411764705882353,0.02702702702702703,0.0,0.6129032258064516,0.4,0.0
INST_22,0.4857142857142857,0.38461538461538464,0.1388888888888889,0.4411764705882353,0.1,0.07317073170731707,0.21428571428571427,0.275,0.06666666666666667,0.28205128205128205,0.8387096774193549,0.05405405405405406,0.02702702702702703,0.07407407407407407,1.0,0.08695652173913043,0.08823529411764706,0.5526315789473685,0.10256410256410256,0.2727272727272727,0.42857142857142855,0.41025641025641024,0.05,0.029411764705882353,0.4864864864864865,0.08333333333333333,0.4444444444444444,0.058823529411764705,0.20512820512820512,0.24324324324324326
